bacteria,host_o_antigen_type,host_o_antigen_score,host_lps_core_type,host_receptor_btub_score,host_receptor_fadL_score,host_receptor_fhua_score,host_receptor_lamB_score,host_receptor_lptD_score,host_receptor_nfrA_score,host_receptor_ompA_score,host_receptor_ompC_score,host_receptor_ompF_score,host_receptor_tolC_score,host_receptor_tsx_score,host_receptor_yncD_score,host_capsule_profile_kfia_score,host_capsule_profile_kfib_score,host_capsule_profile_kfic_score,host_capsule_profile_kfid_score,host_capsule_profile_kfoa_score,host_capsule_profile_kfob_score,host_capsule_profile_kfoc_score,host_capsule_profile_kfod_score,host_capsule_profile_kfoe_score,host_capsule_profile_kfof_score,host_capsule_profile_kfog_score,host_capsule_profile_kpsc_score,host_capsule_profile_kpsc_2_score,host_capsule_profile_kpsd_score,host_capsule_profile_kpse_score,host_capsule_profile_kpse_2_score,host_capsule_profile_kpsf_score,host_capsule_profile_kpsm_score,host_capsule_profile_kpsm_2_score,host_capsule_profile_kpss_score,host_capsule_profile_kpst_score,host_capsule_profile_kpst_2_score,host_capsule_profile_kpsu_score,host_capsule_profile_neu_score,host_capsule_profile_neua_score,host_capsule_profile_neub_score,host_capsule_profile_neud_score,host_capsule_profile_neue_score,host_capsule_profile_neus_score,host_capsule_profile_rmla_score,host_capsule_profile_rmlb_score,host_capsule_profile_rmlc_score,host_capsule_profile_rmld_score,host_capsule_profile_wckc_score,host_capsule_profile_wcke_score,host_capsule_profile_wckf_score,host_capsule_profile_wckg_score,host_capsule_profile_wckh_score,host_capsule_profile_wcki_score,host_capsule_profile_cluster_19_score,host_capsule_profile_cluster_20_score,host_capsule_profile_cluster_23_score,host_capsule_profile_cluster_25_score,host_capsule_profile_cluster_26_score,host_capsule_profile_cluster_27_score,host_capsule_profile_cluster_28_score,host_capsule_profile_cluster_29_score,host_capsule_profile_cluster_32_score,host_capsule_profile_cluster_39_score,host_capsule_profile_cluster_40_score,host_capsule_profile_cluster_42_score,host_capsule_profile_cluster_43_score,host_capsule_profile_cluster_44_score,host_capsule_profile_cluster_45_score,host_capsule_profile_cluster_47_score,host_capsule_profile_cluster_48_score,host_capsule_profile_cluster_49_score,host_capsule_profile_cluster_51_score,host_capsule_profile_cluster_52_score,host_capsule_profile_cluster_53_score,host_capsule_profile_cluster_54_score,host_capsule_profile_cluster_55_score,host_capsule_profile_cluster_56_score,host_capsule_profile_cluster_57_score,host_capsule_profile_cluster_58_score,host_capsule_profile_cluster_59_score,host_capsule_profile_cluster_60_score,host_capsule_profile_cluster_61_score,host_capsule_profile_cluster_62_score,host_capsule_profile_cluster_63_score,host_capsule_profile_cluster_64_score,host_capsule_profile_cluster_65_score,host_capsule_profile_cluster_66_score,host_capsule_profile_cluster_67_score,host_capsule_profile_cluster_72_score,host_capsule_profile_cluster_73_score,host_capsule_profile_cluster_74_score,host_capsule_profile_cluster_75_score,host_capsule_profile_cluster_76_score,host_capsule_profile_cluster_77_score,host_capsule_profile_cluster_78_score,host_capsule_profile_cluster_79_score,host_capsule_profile_cluster_80_score,host_capsule_profile_cluster_83_score,host_capsule_profile_cluster_84_score,host_capsule_profile_cluster_85_score,host_capsule_profile_cluster_86_score,host_capsule_profile_cluster_87_score,host_capsule_profile_cluster_88_score,host_capsule_profile_cluster_89_score,host_capsule_profile_cluster_90_score,host_capsule_profile_cluster_91_score,host_capsule_profile_cluster_92_score,host_capsule_profile_cluster_93_score,host_capsule_profile_cluster_94_score,host_capsule_profile_cluster_95_score,host_capsule_profile_cluster_97_score,host_capsule_profile_cluster_98_score,host_capsule_profile_cluster_99_score
IAI22,O1,338.352631,R1,1411.180908,1014.23468,1713.505737,1038.901978,1836.475586,2236.892334,791.731018,729.735352,800.040161,1045.020996,691.688721,1610.603638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,52.928928,0.0,0.0,0.0,0.0,48.460503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.671392,527.62439,76.022476,0.0,0.0,561.95166,0.0,24.636633,0.0,0.0,0.0,0.0,49.520523,0.0,0.0,43.491974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.455505,0.0,33.486916,0.0,48.461514,0.0,0.0,40.36581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.948959,0.0,0.0
IAI23,O25,371.822418,,1411.180908,1011.639893,1717.422729,1024.96582,1836.475586,2232.914795,791.731018,757.7229,800.040161,1045.020996,691.688721,1610.603638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.705475,52.992065,84.676979,0.0,0.0,0.0,48.513008,0.0,0.0,0.0,0.0,0.0,0.0,953.207397,19.292793,526.722046,76.022476,0.0,0.0,561.95166,0.0,24.636633,0.0,0.0,0.0,0.0,1706.062256,182.299118,0.0,43.505104,242.973495,0.0,0.0,0.0,0.0,0.0,161.657623,0.0,789.338928,0.0,33.486916,0.0,48.185776,0.0,0.0,60.378525,0.0,0.0,0.0,0.0,30.270727,0.0,0.0,16.575809,48.838627,158.028122,29.948959,0.0,0.0
IAI24,O17/O73/O106/O44/O77,934.821838,,1404.923828,1011.639893,1538.699463,1024.96582,1836.475586,2220.935059,761.237183,759.68866,797.481567,1043.168213,691.688721,1585.33252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,55.447037,0.0,0.0,115.782066,0.0,132.144485,22.11096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.947327,75.483543,0.0,0.0,561.95166,0.0,24.636633,0.0,0.0,0.0,0.0,49.405914,534.70752,0.0,42.112,261.199493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.718811,0.0,33.675358,0.0,48.66927,0.0,0.0,18.576498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.815617,0.0,0.0,0.0,0.0,0.0
IAI25,O83,158.987244,R1,1411.180908,1014.23468,1716.101196,1038.901978,1836.475586,2236.892334,791.731018,729.735352,800.040161,1045.020996,691.688721,1608.47168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,52.926487,0.0,61.452087,0.0,0.0,49.422482,21.185946,0.0,111.346794,0.0,0.0,0.0,0.0,24.923941,527.62439,76.022476,0.0,0.0,561.95166,0.0,24.636633,0.0,0.0,0.0,0.0,49.520523,531.35553,0.0,44.245907,261.580719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.486916,0.0,48.461514,0.0,0.0,20.118423,284.6633,0.0,0.0,0.0,0.0,0.0,0.0,30.686787,0.0,0.0,29.948959,0.0,0.0
IAI26,O7,373.511963,R1,1411.180908,1014.23468,1717.422729,1038.901978,1836.475586,2248.198242,791.731018,815.432373,800.040161,1045.020996,691.688721,1610.603638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,52.928928,0.0,0.0,0.0,0.0,48.513008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.228291,526.932678,75.756332,0.0,0.0,561.95166,0.0,24.639263,0.0,0.0,0.0,0.0,50.527573,0.0,0.0,43.505104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.486916,0.0,48.461514,0.0,0.0,21.923994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.948959,0.0,0.0
IAI27,O17/O73/O106/O44/O77,934.821838,,1404.923828,1011.639893,1516.675293,1022.576843,1836.475586,2225.95874,788.467896,762.926025,797.481567,1043.168213,691.688721,1587.288574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.581005,55.447037,0.0,0.0,0.0,0.0,132.144485,21.878403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.947327,1598.878052,0.0,1384.402344,561.95166,1402.695312,52.36393,0.0,0.0,859.63739,0.0,49.405289,534.30658,0.0,315.839935,259.16272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.262787,33.563698,0.0,47.992954,135.952301,138.375916,18.576498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.756857,0.0,0.0,24.475773,0.0,0.0
IAI28,O1,338.352631,R1,1411.180908,1014.23468,1713.505737,1038.901978,1811.007812,2236.892334,791.731018,729.735352,800.040161,1045.020996,691.688721,1610.603638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,52.928928,0.0,0.0,0.0,0.0,48.460503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.602581,527.62439,76.022476,0.0,0.0,561.95166,0.0,24.636633,0.0,0.0,0.0,0.0,49.520523,0.0,0.0,43.491974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.455505,0.0,33.486916,0.0,48.461514,0.0,0.0,40.36581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.948959,0.0,0.0
IAI29,O17/O73/O106/O44/O77,931.099976,,1411.180908,1012.033691,1717.422729,1024.96582,1836.475586,2235.13501,791.731018,720.595398,800.040161,1045.020996,691.688721,1610.603638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.705475,52.928928,84.679489,0.0,0.0,0.0,48.513008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.463381,527.62439,76.022476,0.0,0.0,561.95166,0.0,24.636633,0.0,0.0,0.0,0.0,49.520523,0.0,0.0,43.505104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.486916,0.0,48.185776,0.0,0.0,20.118423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.963402,0.0,0.0,29.948959,0.0,0.0
IAI30,O17/O73/O106/O44/O77,934.821838,,1404.923828,1011.639893,1516.675293,1022.576843,1836.475586,2225.95874,788.467896,762.926025,797.481567,1043.168213,467.832825,1587.288574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.581005,55.447037,0.0,0.0,0.0,0.0,132.144485,21.878403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.947327,1598.878052,0.0,1384.402344,561.95166,1402.695312,52.36393,0.0,0.0,859.63739,0.0,49.405289,534.30658,0.0,315.839935,259.16272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.262787,33.563698,0.0,47.992954,135.952301,138.375916,18.576498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.756857,0.0,0.0,24.475773,0.0,0.0
IAI31,O83,150.70401,R1,1411.180908,1014.23468,1717.422729,1038.901978,1808.734741,1525.535156,791.731018,818.425659,800.040161,1045.020996,691.688721,1610.603638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.475967,50.327496,0.0,0.0,0.0,0.0,49.422482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.630394,526.932678,75.756332,0.0,0.0,561.95166,0.0,24.636633,0.0,0.0,0.0,0.0,49.520523,0.0,0.0,44.245907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780.024292,0.0,33.486916,0.0,48.461514,0.0,0.0,40.983429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.578369,0.0,0.0
IAI32,O45,887.136292,R1,761.413025,1000.714783,1706.724609,1022.920593,1836.475586,2228.96167,763.483032,769.195007,795.664307,1039.363037,691.688721,1569.884155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.568031,52.467484,0.0,0.0,0.0,23.205654,48.88604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.14785,528.115967,80.009773,0.0,0.0,562.368469,0.0,24.215372,0.0,0.0,0.0,0.0,51.595753,0.0,0.0,44.053463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.628193,0.0,47.78672,0.0,0.0,21.176735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.862419,0.0,0.0
IAI33,O1,833.635925,R1,1406.592651,1005.251831,1516.675293,1034.609619,1836.475586,2229.739502,777.134644,724.674194,719.51947,1045.020996,691.688721,1590.326172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.828506,55.248875,82.964455,0.0,0.0,710.91156,50.263184,42.360855,0.0,0.0,0.0,0.0,0.0,0.0,2212.668701,914.380127,73.218658,806.823181,0.0,993.123047,0.0,24.30777,0.0,0.0,0.0,0.0,49.520523,534.30658,0.0,42.830894,265.909576,0.0,0.0,0.0,0.0,572.874695,0.0,0.0,0.0,0.0,33.675358,0.0,49.250988,0.0,0.0,25.930983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.657671,0.0,0.0,20.928619,0.0,0.0
IAI34,O9,979.159668,R1,1411.180908,1014.23468,1717.422729,1041.292847,1836.0802,2246.550537,791.731018,818.425659,800.040161,1045.020996,691.688721,1610.603638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,50.327496,0.0,0.0,0.0,0.0,48.460503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.460993,526.932678,75.756332,0.0,0.0,561.95166,0.0,24.636633,0.0,0.0,0.0,0.0,37.532436,0.0,18.877975,43.491974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.090027,0.0,33.486916,0.0,48.461514,0.0,0.0,48.220844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.538387,0.0,0.0
IAI35,O1,837.757446,R1,1406.592651,1005.251831,1516.675293,1032.220703,1836.475586,2212.025635,758.520264,735.159668,719.51947,52.842789,691.688721,1595.506104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.982147,55.248875,88.080299,0.0,0.0,0.0,50.749527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.777502,527.883301,76.061745,18.619699,0.0,560.365479,0.0,24.30969,0.0,0.0,0.0,317.505859,54.031296,555.926147,0.0,43.487637,254.183487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.870937,0.0,49.777447,0.0,0.0,26.14163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.337864,0.0,0.0,29.948959,0.0,0.0
IAI36,O7,989.592896,R1,1406.969849,1008.371216,1538.699463,1032.220703,1836.475586,2226.128418,755.988953,724.674194,719.51947,1045.020996,691.688721,62.737087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,55.61937,0.0,0.0,0.0,0.0,50.268898,21.529518,0.0,0.0,0.0,0.0,0.0,0.0,19.598614,527.063843,73.218658,18.619699,0.0,560.365479,0.0,24.307621,0.0,0.0,0.0,0.0,53.917755,532.041809,0.0,42.872929,257.086639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.91391,0.0,33.870937,0.0,47.787842,0.0,0.0,25.480806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.659798,0.0,0.0,27.342649,0.0,0.0
IAI37,O25,293.26474,,1411.180908,979.273376,1717.422729,1038.901978,1836.475586,1525.535156,791.731018,818.425659,800.040161,1045.020996,691.688721,1610.603638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,50.327496,0.0,0.0,0.0,0.0,48.460503,21.476406,0.0,100.154739,250.325668,0.0,0.0,0.0,16.460993,526.932678,75.756332,0.0,0.0,561.95166,0.0,24.636633,275.080566,668.121033,0.0,0.0,49.520523,532.23999,0.0,43.491974,263.01413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.967682,0.0,33.486916,167.932938,48.461514,0.0,0.0,48.30415,330.967712,215.601501,0.0,0.0,0.0,0.0,0.0,30.539873,0.0,0.0,22.558035,0.0,0.0
IAI38,O2/O50,890.912537,,1384.172852,994.856995,1707.84314,1021.287537,1823.706421,2220.063721,785.938843,776.786255,788.870117,1043.168213,680.180847,1586.069702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.805073,55.61937,0.0,0.0,0.0,0.0,47.296276,21.899082,0.0,0.0,0.0,0.0,0.0,0.0,19.412785,527.883301,75.277939,18.619699,0.0,560.919983,0.0,62.654694,0.0,0.0,0.0,0.0,53.710827,532.041809,0.0,72.115509,253.604019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.973633,0.0,33.649139,0.0,47.799351,0.0,0.0,18.501415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.958706,0.0,0.0,25.324104,0.0,0.0
IAI39,O7,989.592896,R1,1406.969849,1008.371216,1538.699463,1032.220703,1836.475586,2226.128418,755.988953,724.674194,719.51947,1045.020996,691.688721,62.737087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,55.61937,0.0,0.0,0.0,0.0,50.200436,21.529518,0.0,0.0,0.0,0.0,0.0,0.0,19.598614,527.063843,73.218658,18.619699,0.0,560.365479,0.0,24.307621,0.0,0.0,0.0,0.0,53.917755,532.041809,0.0,42.907478,257.086639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.870937,0.0,47.787842,0.0,0.0,25.480806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.659798,0.0,0.0,27.344091,0.0,0.0
IAI40,O25,365.049072,,1411.180908,1010.742798,1717.422729,1038.901978,1836.475586,1525.535156,791.731018,818.425659,800.040161,1045.020996,691.688721,1609.278809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,50.327496,0.0,0.0,0.0,707.488464,48.460503,39.943893,0.0,0.0,161.815964,0.0,0.0,0.0,16.70034,526.932678,75.756332,0.0,0.0,561.95166,0.0,2003.725342,585.111816,1262.085083,0.0,2936.531494,49.521149,533.338135,0.0,68.035446,259.455841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.486916,102.865654,48.461514,0.0,0.0,21.923994,0.0,210.280197,0.0,0.0,0.0,0.0,0.0,30.705456,0.0,0.0,22.558035,0.0,0.0
IAI41,O83,159.052505,R1,1407.7146,1011.639893,1228.322876,1024.96582,1834.819946,0.0,760.656311,768.522888,800.040161,1045.020996,691.688721,1604.86145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,55.44371,0.0,0.0,0.0,0.0,48.575211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.184668,527.62439,75.476715,0.0,0.0,561.95166,0.0,25.067707,0.0,0.0,0.0,0.0,54.866066,0.0,0.0,43.985706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.486916,0.0,48.715008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.001389,0.0,0.0
IAI42,O2/O50,371.553589,,1407.7146,1011.639893,1228.322876,1024.96582,1834.819946,2221.927246,760.656311,768.522888,800.040161,1045.020996,691.688721,1604.86145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,55.44371,0.0,0.0,0.0,0.0,48.512646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.184668,527.62439,75.476715,0.0,0.0,561.95166,0.0,25.067707,0.0,0.0,0.0,0.0,54.866066,0.0,0.0,43.911381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.486916,0.0,48.715008,0.0,0.0,18.616264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAI43,O104,784.238708,R3,1407.7146,1011.639893,1228.322876,1020.234253,1834.819946,2228.157959,760.656311,768.522888,800.040161,1045.020996,688.608337,1604.86145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,55.44371,0.0,0.0,0.0,0.0,48.407589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.184668,527.62439,75.476715,0.0,0.0,561.95166,0.0,25.067707,0.0,0.0,0.0,0.0,54.866066,0.0,0.0,43.377991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.096634,0.0,48.715008,0.0,0.0,70.30191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.324104,0.0,0.0
IAI44,O83,159.849533,R1,1411.180908,1014.23468,1717.422729,1038.901978,1833.89563,2248.198242,760.656311,818.425659,800.040161,1045.020996,691.688721,1610.603638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.579449,52.928928,0.0,0.0,0.0,0.0,49.422482,0.0,0.0,0.0,158.242355,0.0,0.0,0.0,16.631456,526.932678,75.756332,0.0,0.0,561.95166,0.0,24.636633,186.808823,310.860413,0.0,0.0,49.520523,0.0,0.0,44.245907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.486916,164.06189,48.461514,0.0,0.0,31.706421,0.0,197.999573,0.0,0.0,0.0,0.0,0.0,28.365896,0.0,0.0,136.715439,0.0,0.0
IAI45,O45,887.136292,R1,761.413025,1000.714783,1706.724609,1022.920593,1836.475586,2228.96167,763.483032,769.195007,795.664307,1039.363037,691.688721,1569.884155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.568031,52.467484,0.0,0.0,0.0,23.205654,48.88604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.14785,528.115967,80.009773,0.0,0.0,562.368469,0.0,24.215372,0.0,0.0,0.0,0.0,51.595753,0.0,0.0,44.053463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.628193,0.0,47.78672,0.0,0.0,21.176735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.862419,0.0,0.0
